"region","utbildningsnivå","ålder","kön","X2019"
"Österåker","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",424
"Österåker","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",172
"Österåker","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",207
"Österåker","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",33
"Österåker","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",48
"Österåker","eftergymnasial utbildning, mindre än 3 år","95+ år","män",0
"Österåker","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",1
"Österåker","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",24
"Österåker","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",49
"Österåker","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",370
"Österåker","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",716
"Österåker","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",712
"Österåker","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1199
"Österåker","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",765
"Österåker","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1160
"Österåker","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",444
"Österåker","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",565
"Österåker","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",374
"Österåker","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",411
"Österåker","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",268
"Österåker","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",285
"Österåker","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",46
"Österåker","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",58
"Österåker","eftergymnasial utbildning, 3 år eller mer","95+ år","män",1
"Österåker","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",5
"Österåker","forskarutbildning","16-24 år","män",0
"Österåker","forskarutbildning","16-24 år","kvinnor",0
"Österåker","forskarutbildning","25-34 år","män",9
"Österåker","forskarutbildning","25-34 år","kvinnor",17
"Österåker","forskarutbildning","35-44 år","män",51
"Österåker","forskarutbildning","35-44 år","kvinnor",53
"Österåker","forskarutbildning","45-54 år","män",48
"Österåker","forskarutbildning","45-54 år","kvinnor",53
"Österåker","forskarutbildning","55-64 år","män",48
"Österåker","forskarutbildning","55-64 år","kvinnor",21
"Österåker","forskarutbildning","65-74 år","män",38
"Österåker","forskarutbildning","65-74 år","kvinnor",18
"Österåker","forskarutbildning","75-84 år","män",43
"Österåker","forskarutbildning","75-84 år","kvinnor",12
"Österåker","forskarutbildning","85-94 år","män",13
"Österåker","forskarutbildning","85-94 år","kvinnor",2
"Österåker","forskarutbildning","95+ år","män",1
"Österåker","forskarutbildning","95+ år","kvinnor",0
"Österåker","uppgift om utbildningsnivå saknas","16-24 år","män",182
"Österåker","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",98
"Österåker","uppgift om utbildningsnivå saknas","25-34 år","män",209
"Österåker","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",115
"Österåker","uppgift om utbildningsnivå saknas","35-44 år","män",179
"Österåker","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",58
"Österåker","uppgift om utbildningsnivå saknas","45-54 år","män",108
"Österåker","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",22
"Österåker","uppgift om utbildningsnivå saknas","55-64 år","män",40
"Österåker","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",15
"Österåker","uppgift om utbildningsnivå saknas","65-74 år","män",22
"Österåker","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",11
"Österåker","uppgift om utbildningsnivå saknas","75-84 år","män",23
"Österåker","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",25
"Österåker","uppgift om utbildningsnivå saknas","85-94 år","män",4
"Österåker","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",13
"Österåker","uppgift om utbildningsnivå saknas","95+ år","män",0
"Österåker","uppgift om utbildningsnivå saknas","95+ år","kvinnor",2
"Värmdö","förgymnasial utbildning kortare än 9 år","16-24 år","män",24
"Värmdö","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",7
"Värmdö","förgymnasial utbildning kortare än 9 år","25-34 år","män",25
"Värmdö","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",21
"Värmdö","förgymnasial utbildning kortare än 9 år","35-44 år","män",29
"Värmdö","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",34
"Värmdö","förgymnasial utbildning kortare än 9 år","45-54 år","män",17
"Värmdö","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",44
"Värmdö","förgymnasial utbildning kortare än 9 år","55-64 år","män",40
"Värmdö","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",24
"Värmdö","förgymnasial utbildning kortare än 9 år","65-74 år","män",160
"Värmdö","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",106
"Värmdö","förgymnasial utbildning kortare än 9 år","75-84 år","män",232
"Värmdö","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",158
"Värmdö","förgymnasial utbildning kortare än 9 år","85-94 år","män",81
"Värmdö","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",133
"Värmdö","förgymnasial utbildning kortare än 9 år","95+ år","män",3
"Värmdö","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",19
"Värmdö","förgymnasial utbildning, 9 (10) år","16-24 år","män",1117
"Värmdö","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",994
"Värmdö","förgymnasial utbildning, 9 (10) år","25-34 år","män",271
"Värmdö","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",137
"Värmdö","förgymnasial utbildning, 9 (10) år","35-44 år","män",238
"Värmdö","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",124
"Värmdö","förgymnasial utbildning, 9 (10) år","45-54 år","män",323
"Värmdö","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",181
"Värmdö","förgymnasial utbildning, 9 (10) år","55-64 år","män",401
"Värmdö","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",218
"Värmdö","förgymnasial utbildning, 9 (10) år","65-74 år","män",341
"Värmdö","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",243
"Värmdö","förgymnasial utbildning, 9 (10) år","75-84 år","män",93
"Värmdö","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",163
"Värmdö","förgymnasial utbildning, 9 (10) år","85-94 år","män",6
"Värmdö","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",28
"Värmdö","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Värmdö","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",3
"Värmdö","gymnasial utbildning, högst 2 år","16-24 år","män",44
"Värmdö","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",55
"Värmdö","gymnasial utbildning, högst 2 år","25-34 år","män",177
"Värmdö","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",151
"Värmdö","gymnasial utbildning, högst 2 år","35-44 år","män",270
"Värmdö","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",203
"Värmdö","gymnasial utbildning, högst 2 år","45-54 år","män",1138
"Värmdö","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",739
"Värmdö","gymnasial utbildning, högst 2 år","55-64 år","män",906
"Värmdö","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",791
"Värmdö","gymnasial utbildning, högst 2 år","65-74 år","män",538
"Värmdö","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",702
"Värmdö","gymnasial utbildning, högst 2 år","75-84 år","män",271
"Värmdö","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",420
"Värmdö","gymnasial utbildning, högst 2 år","85-94 år","män",37
"Värmdö","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",113
"Värmdö","gymnasial utbildning, högst 2 år","95+ år","män",2
"Värmdö","gymnasial utbildning, högst 2 år","95+ år","kvinnor",12
"Värmdö","gymnasial utbildning, 3 år","16-24 år","män",888
"Värmdö","gymnasial utbildning, 3 år","16-24 år","kvinnor",765
"Värmdö","gymnasial utbildning, 3 år","25-34 år","män",1131
"Värmdö","gymnasial utbildning, 3 år","25-34 år","kvinnor",910
"Värmdö","gymnasial utbildning, 3 år","35-44 år","män",949
"Värmdö","gymnasial utbildning, 3 år","35-44 år","kvinnor",750
"Värmdö","gymnasial utbildning, 3 år","45-54 år","män",610
"Värmdö","gymnasial utbildning, 3 år","45-54 år","kvinnor",837
"Värmdö","gymnasial utbildning, 3 år","55-64 år","män",384
"Värmdö","gymnasial utbildning, 3 år","55-64 år","kvinnor",450
"Värmdö","gymnasial utbildning, 3 år","65-74 år","män",462
"Värmdö","gymnasial utbildning, 3 år","65-74 år","kvinnor",298
"Värmdö","gymnasial utbildning, 3 år","75-84 år","män",268
"Värmdö","gymnasial utbildning, 3 år","75-84 år","kvinnor",101
"Värmdö","gymnasial utbildning, 3 år","85-94 år","män",50
"Värmdö","gymnasial utbildning, 3 år","85-94 år","kvinnor",26
"Värmdö","gymnasial utbildning, 3 år","95+ år","män",2
"Värmdö","gymnasial utbildning, 3 år","95+ år","kvinnor",3
"Värmdö","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",124
"Värmdö","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",169
"Värmdö","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",380
"Värmdö","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",439
"Värmdö","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",467
"Värmdö","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",452
"Värmdö","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",665
"Värmdö","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",582
"Värmdö","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",485
"Värmdö","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",478
"Värmdö","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",319
"Värmdö","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",391
"Värmdö","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",135
"Värmdö","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",174
"Värmdö","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",26
"Värmdö","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",38
"Värmdö","eftergymnasial utbildning, mindre än 3 år","95+ år","män",3
"Värmdö","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",2
"Värmdö","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",20
"Värmdö","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",43
"Värmdö","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",381
"Värmdö","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",744
"Värmdö","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",745
"Värmdö","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1242
"Värmdö","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",756
"Värmdö","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1216
"Värmdö","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",435
"Värmdö","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",523
"Värmdö","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",397
"Värmdö","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",445
"Värmdö","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",173
"Värmdö","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",208
"Värmdö","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",34
"Värmdö","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",24
"Värmdö","eftergymnasial utbildning, 3 år eller mer","95+ år","män",3
"Värmdö","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",5
"Värmdö","forskarutbildning","16-24 år","män",0
"Värmdö","forskarutbildning","16-24 år","kvinnor",0
"Värmdö","forskarutbildning","25-34 år","män",4
"Värmdö","forskarutbildning","25-34 år","kvinnor",7
"Värmdö","forskarutbildning","35-44 år","män",18
"Värmdö","forskarutbildning","35-44 år","kvinnor",33
"Värmdö","forskarutbildning","45-54 år","män",32
"Värmdö","forskarutbildning","45-54 år","kvinnor",38
"Värmdö","forskarutbildning","55-64 år","män",30
"Värmdö","forskarutbildning","55-64 år","kvinnor",31
"Värmdö","forskarutbildning","65-74 år","män",25
"Värmdö","forskarutbildning","65-74 år","kvinnor",16
"Värmdö","forskarutbildning","75-84 år","män",29
"Värmdö","forskarutbildning","75-84 år","kvinnor",7
"Värmdö","forskarutbildning","85-94 år","män",3
"Värmdö","forskarutbildning","85-94 år","kvinnor",1
"Värmdö","forskarutbildning","95+ år","män",0
"Värmdö","forskarutbildning","95+ år","kvinnor",1
"Värmdö","uppgift om utbildningsnivå saknas","16-24 år","män",164
"Värmdö","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",85
"Värmdö","uppgift om utbildningsnivå saknas","25-34 år","män",117
"Värmdö","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",78
"Värmdö","uppgift om utbildningsnivå saknas","35-44 år","män",104
"Värmdö","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",57
"Värmdö","uppgift om utbildningsnivå saknas","45-54 år","män",73
"Värmdö","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",28
"Värmdö","uppgift om utbildningsnivå saknas","55-64 år","män",30
"Värmdö","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",13
"Värmdö","uppgift om utbildningsnivå saknas","65-74 år","män",15
"Värmdö","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",18
"Värmdö","uppgift om utbildningsnivå saknas","75-84 år","män",21
"Värmdö","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",14
"Värmdö","uppgift om utbildningsnivå saknas","85-94 år","män",6
"Värmdö","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",7
"Värmdö","uppgift om utbildningsnivå saknas","95+ år","män",0
"Värmdö","uppgift om utbildningsnivå saknas","95+ år","kvinnor",2
"Järfälla","förgymnasial utbildning kortare än 9 år","16-24 år","män",49
"Järfälla","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",37
"Järfälla","förgymnasial utbildning kortare än 9 år","25-34 år","män",142
"Järfälla","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",134
"Järfälla","förgymnasial utbildning kortare än 9 år","35-44 år","män",240
"Järfälla","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",197
"Järfälla","förgymnasial utbildning kortare än 9 år","45-54 år","män",177
"Järfälla","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",216
"Järfälla","förgymnasial utbildning kortare än 9 år","55-64 år","män",136
"Järfälla","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",182
"Järfälla","förgymnasial utbildning kortare än 9 år","65-74 år","män",246
"Järfälla","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",268
"Järfälla","förgymnasial utbildning kortare än 9 år","75-84 år","män",337
"Järfälla","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",409
"Järfälla","förgymnasial utbildning kortare än 9 år","85-94 år","män",118
"Järfälla","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",258
"Järfälla","förgymnasial utbildning kortare än 9 år","95+ år","män",14
"Järfälla","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",44
"Järfälla","förgymnasial utbildning, 9 (10) år","16-24 år","män",1871
"Järfälla","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1571
"Järfälla","förgymnasial utbildning, 9 (10) år","25-34 år","män",623
"Järfälla","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",354
