"region","hushållstyp","boendeform","X2019"
"Värmdö","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Värmdö","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",5
"Värmdö","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",32
"Värmdö","övriga hushåll utan barn 0-24 år","småhus, äganderätt",826
"Värmdö","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",15
"Värmdö","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",33
"Värmdö","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",198
"Värmdö","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",194
"Värmdö","övriga hushåll utan barn 0-24 år","specialbostad",10
"Värmdö","övriga hushåll utan barn 0-24 år","övrigt boende",9
"Värmdö","övriga hushåll utan barn 0-24 år","uppgift saknas",7
"Värmdö","övriga hushåll med barn 0-24 år","småhus, äganderätt",496
"Värmdö","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",17
"Värmdö","övriga hushåll med barn 0-24 år","småhus, hyresrätt",21
"Värmdö","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",56
"Värmdö","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",76
"Värmdö","övriga hushåll med barn 0-24 år","specialbostad",0
"Värmdö","övriga hushåll med barn 0-24 år","övrigt boende",6
"Värmdö","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Järfälla","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",125
"Järfälla","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",87
"Järfälla","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",22
"Järfälla","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",1544
"Järfälla","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",788
"Järfälla","ensamstående kvinnor -64 år utan barn","specialbostad",73
"Järfälla","ensamstående kvinnor -64 år utan barn","övrigt boende",19
"Järfälla","ensamstående kvinnor -64 år utan barn","uppgift saknas",179
"Järfälla","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",458
"Järfälla","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",98
"Järfälla","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",24
"Järfälla","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",1707
"Järfälla","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",676
"Järfälla","ensamstående kvinnor 65- år utan barn","specialbostad",171
"Järfälla","ensamstående kvinnor 65- år utan barn","övrigt boende",16
"Järfälla","ensamstående kvinnor 65- år utan barn","uppgift saknas",63
"Järfälla","ensamstående män -64 år utan barn","småhus, äganderätt",264
"Järfälla","ensamstående män -64 år utan barn","småhus, bostadsrätt",105
"Järfälla","ensamstående män -64 år utan barn","småhus, hyresrätt",38
"Järfälla","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",2249
"Järfälla","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",1045
"Järfälla","ensamstående män -64 år utan barn","specialbostad",90
"Järfälla","ensamstående män -64 år utan barn","övrigt boende",33
"Järfälla","ensamstående män -64 år utan barn","uppgift saknas",393
"Järfälla","ensamstående män 65- år utan barn","småhus, äganderätt",348
"Järfälla","ensamstående män 65- år utan barn","småhus, bostadsrätt",24
"Järfälla","ensamstående män 65- år utan barn","småhus, hyresrätt",10
"Järfälla","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",674
"Järfälla","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",287
"Järfälla","ensamstående män 65- år utan barn","specialbostad",91
"Järfälla","ensamstående män 65- år utan barn","övrigt boende",7
"Järfälla","ensamstående män 65- år utan barn","uppgift saknas",32
"Järfälla","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",275
"Järfälla","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",112
"Järfälla","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",41
"Järfälla","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",610
"Järfälla","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",601
"Järfälla","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Järfälla","ensamstående kvinnor med barn 0-24 år","övrigt boende",10
"Järfälla","ensamstående kvinnor med barn 0-24 år","uppgift saknas",71
"Järfälla","ensamstående män med barn 0-24 år","småhus, äganderätt",205
"Järfälla","ensamstående män med barn 0-24 år","småhus, bostadsrätt",48
"Järfälla","ensamstående män med barn 0-24 år","småhus, hyresrätt",8
"Järfälla","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",160
"Järfälla","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",136
"Järfälla","ensamstående män med barn 0-24 år","specialbostad",0
"Järfälla","ensamstående män med barn 0-24 år","övrigt boende",0
"Järfälla","ensamstående män med barn 0-24 år","uppgift saknas",23
"Järfälla","sammanboende utan barn","småhus, äganderätt",2701
"Järfälla","sammanboende utan barn","småhus, bostadsrätt",252
"Järfälla","sammanboende utan barn","småhus, hyresrätt",62
"Järfälla","sammanboende utan barn","flerbostadshus, bostadsrätt",2810
"Järfälla","sammanboende utan barn","flerbostadshus, hyresrätt",861
"Järfälla","sammanboende utan barn","specialbostad",19
"Järfälla","sammanboende utan barn","övrigt boende",24
"Järfälla","sammanboende utan barn","uppgift saknas",51
"Järfälla","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",948
"Järfälla","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",147
"Järfälla","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",26
"Järfälla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",769
"Järfälla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",362
"Järfälla","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Järfälla","sammanboende med barn 0-24 år, 1 barn","övrigt boende",9
"Järfälla","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",80
"Järfälla","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",2257
"Järfälla","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",265
"Järfälla","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",52
"Järfälla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",663
"Järfälla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",495
"Järfälla","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Järfälla","sammanboende med barn 0-24 år, 2 barn","övrigt boende",10
"Järfälla","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",136
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",853
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",70
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",26
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",199
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",360
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Järfälla","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",63
"Järfälla","övriga hushåll utan barn 0-24 år","småhus, äganderätt",640
"Järfälla","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",65
"Järfälla","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",38
"Järfälla","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",985
"Järfälla","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",888
"Järfälla","övriga hushåll utan barn 0-24 år","specialbostad",27
"Järfälla","övriga hushåll utan barn 0-24 år","övrigt boende",24
"Järfälla","övriga hushåll utan barn 0-24 år","uppgift saknas",9
"Järfälla","övriga hushåll med barn 0-24 år","småhus, äganderätt",534
"Järfälla","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",54
"Järfälla","övriga hushåll med barn 0-24 år","småhus, hyresrätt",32
"Järfälla","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",469
"Järfälla","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",682
"Järfälla","övriga hushåll med barn 0-24 år","specialbostad",0
"Järfälla","övriga hushåll med barn 0-24 år","övrigt boende",15
"Järfälla","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Ekerö","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",208
"Ekerö","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",65
"Ekerö","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",29
"Ekerö","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",44
"Ekerö","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",114
"Ekerö","ensamstående kvinnor -64 år utan barn","specialbostad",9
"Ekerö","ensamstående kvinnor -64 år utan barn","övrigt boende",10
"Ekerö","ensamstående kvinnor -64 år utan barn","uppgift saknas",113
"Ekerö","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",405
"Ekerö","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",132
"Ekerö","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",24
"Ekerö","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",119
"Ekerö","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",102
"Ekerö","ensamstående kvinnor 65- år utan barn","specialbostad",67
"Ekerö","ensamstående kvinnor 65- år utan barn","övrigt boende",0
"Ekerö","ensamstående kvinnor 65- år utan barn","uppgift saknas",52
"Ekerö","ensamstående män -64 år utan barn","småhus, äganderätt",398
"Ekerö","ensamstående män -64 år utan barn","småhus, bostadsrätt",52
"Ekerö","ensamstående män -64 år utan barn","småhus, hyresrätt",28
"Ekerö","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",34
"Ekerö","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",105
"Ekerö","ensamstående män -64 år utan barn","specialbostad",16
"Ekerö","ensamstående män -64 år utan barn","övrigt boende",7
"Ekerö","ensamstående män -64 år utan barn","uppgift saknas",428
"Ekerö","ensamstående män 65- år utan barn","småhus, äganderätt",306
"Ekerö","ensamstående män 65- år utan barn","småhus, bostadsrätt",39
"Ekerö","ensamstående män 65- år utan barn","småhus, hyresrätt",10
"Ekerö","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",39
"Ekerö","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",48
"Ekerö","ensamstående män 65- år utan barn","specialbostad",13
"Ekerö","ensamstående män 65- år utan barn","övrigt boende",0
"Ekerö","ensamstående män 65- år utan barn","uppgift saknas",49
"Ekerö","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",262
"Ekerö","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",58
"Ekerö","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",20
"Ekerö","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",19
"Ekerö","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",110
"Ekerö","ensamstående kvinnor med barn 0-24 år","specialbostad",7
"Ekerö","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Ekerö","ensamstående kvinnor med barn 0-24 år","uppgift saknas",50
"Ekerö","ensamstående män med barn 0-24 år","småhus, äganderätt",191
"Ekerö","ensamstående män med barn 0-24 år","småhus, bostadsrätt",7
"Ekerö","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Ekerö","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",8
"Ekerö","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",18
"Ekerö","ensamstående män med barn 0-24 år","specialbostad",0
"Ekerö","ensamstående män med barn 0-24 år","övrigt boende",0
"Ekerö","ensamstående män med barn 0-24 år","uppgift saknas",17
"Ekerö","sammanboende utan barn","småhus, äganderätt",1998
"Ekerö","sammanboende utan barn","småhus, bostadsrätt",153
"Ekerö","sammanboende utan barn","småhus, hyresrätt",41
"Ekerö","sammanboende utan barn","flerbostadshus, bostadsrätt",118
"Ekerö","sammanboende utan barn","flerbostadshus, hyresrätt",82
"Ekerö","sammanboende utan barn","specialbostad",25
"Ekerö","sammanboende utan barn","övrigt boende",0
"Ekerö","sammanboende utan barn","uppgift saknas",70
"Ekerö","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",694
"Ekerö","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",40
"Ekerö","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",22
"Ekerö","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",16
"Ekerö","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",44
"Ekerö","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Ekerö","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Ekerö","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",59
"Ekerö","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",1668
"Ekerö","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",59
"Ekerö","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",21
"Ekerö","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",9
"Ekerö","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",57
"Ekerö","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Ekerö","sammanboende med barn 0-24 år, 2 barn","övrigt boende",8
"Ekerö","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",133
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",621
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",15
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",12
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",29
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Ekerö","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",51
"Ekerö","övriga hushåll utan barn 0-24 år","småhus, äganderätt",492
"Ekerö","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",36
"Ekerö","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",29
"Ekerö","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",27
"Ekerö","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",81
"Ekerö","övriga hushåll utan barn 0-24 år","specialbostad",7
"Ekerö","övriga hushåll utan barn 0-24 år","övrigt boende",10
"Ekerö","övriga hushåll utan barn 0-24 år","uppgift saknas",21
"Ekerö","övriga hushåll med barn 0-24 år","småhus, äganderätt",321
"Ekerö","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",7
"Ekerö","övriga hushåll med barn 0-24 år","småhus, hyresrätt",13
"Ekerö","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",6
"Ekerö","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",41
"Ekerö","övriga hushåll med barn 0-24 år","specialbostad",0
"Ekerö","övriga hushåll med barn 0-24 år","övrigt boende",6
"Ekerö","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Huddinge","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",415
"Huddinge","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",64
"Huddinge","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",8
