"region","kön","ålder","MedTyp","X2018"
"Lidingö","män","totalt 20+ år","Medelvärde",606.7
"Lidingö","män","totalt 20+ år","Median",420.9
"Lidingö","män","20-24 år","Medelvärde",149.2
"Lidingö","män","20-24 år","Median",119.2
"Lidingö","kvinnor","totalt 16+ år","Medelvärde",361.5
"Lidingö","kvinnor","totalt 16+ år","Median",297.3
"Lidingö","kvinnor","16-19 år","Medelvärde",25.1
"Lidingö","kvinnor","16-19 år","Median",8.4
"Lidingö","kvinnor","totalt 20+ år","Medelvärde",382.2
"Lidingö","kvinnor","totalt 20+ år","Median",316.7
"Lidingö","kvinnor","20-24 år","Medelvärde",133.7
"Lidingö","kvinnor","20-24 år","Median",108.7
"Lidingö","totalt","totalt 16+ år","Medelvärde",459.6
"Lidingö","totalt","totalt 16+ år","Median",340.9
"Lidingö","totalt","16-19 år","Medelvärde",23.1
"Lidingö","totalt","16-19 år","Median",6.4
"Lidingö","totalt","totalt 20+ år","Medelvärde",489.2
"Lidingö","totalt","totalt 20+ år","Median",362.2
"Lidingö","totalt","20-24 år","Medelvärde",141.7
"Lidingö","totalt","20-24 år","Median",114.9
"Vaxholm","män","totalt 16+ år","Medelvärde",461.1
"Vaxholm","män","totalt 16+ år","Median",392.8
"Vaxholm","män","16-19 år","Medelvärde",24.2
"Vaxholm","män","16-19 år","Median",8.7
"Vaxholm","män","totalt 20+ år","Medelvärde",495.4
"Vaxholm","män","totalt 20+ år","Median",417.4
"Vaxholm","män","20-24 år","Medelvärde",169.5
"Vaxholm","män","20-24 år","Median",145.9
"Vaxholm","kvinnor","totalt 16+ år","Medelvärde",336.1
"Vaxholm","kvinnor","totalt 16+ år","Median",295.8
"Vaxholm","kvinnor","16-19 år","Medelvärde",29.2
"Vaxholm","kvinnor","16-19 år","Median",15.8
"Vaxholm","kvinnor","totalt 20+ år","Medelvärde",357.4
"Vaxholm","kvinnor","totalt 20+ år","Median",311.5
"Vaxholm","kvinnor","20-24 år","Medelvärde",149.5
"Vaxholm","kvinnor","20-24 år","Median",149
"Vaxholm","totalt","totalt 16+ år","Medelvärde",397.6
"Vaxholm","totalt","totalt 16+ år","Median",336.9
"Vaxholm","totalt","16-19 år","Medelvärde",26.6
"Vaxholm","totalt","16-19 år","Median",12
"Vaxholm","totalt","totalt 20+ år","Medelvärde",425
"Vaxholm","totalt","totalt 20+ år","Median",359
"Vaxholm","totalt","20-24 år","Medelvärde",160.6
"Vaxholm","totalt","20-24 år","Median",148.3
"Norrtälje","män","totalt 16+ år","Medelvärde",320.4
"Norrtälje","män","totalt 16+ år","Median",305
"Norrtälje","män","16-19 år","Medelvärde",24.7
"Norrtälje","män","16-19 år","Median",8.2
"Norrtälje","män","totalt 20+ år","Medelvärde",336.2
"Norrtälje","män","totalt 20+ år","Median",317.8
"Norrtälje","män","20-24 år","Medelvärde",203.3
"Norrtälje","män","20-24 år","Median",204.1
"Norrtälje","kvinnor","totalt 16+ år","Medelvärde",251
"Norrtälje","kvinnor","totalt 16+ år","Median",231.5
"Norrtälje","kvinnor","16-19 år","Medelvärde",28.8
"Norrtälje","kvinnor","16-19 år","Median",12.9
"Norrtälje","kvinnor","totalt 20+ år","Medelvärde",261.4
"Norrtälje","kvinnor","totalt 20+ år","Median",240.1
"Norrtälje","kvinnor","20-24 år","Medelvärde",163.7
"Norrtälje","kvinnor","20-24 år","Median",163
"Norrtälje","totalt","totalt 16+ år","Medelvärde",286
"Norrtälje","totalt","totalt 16+ år","Median",265.3
"Norrtälje","totalt","16-19 år","Medelvärde",26.6
"Norrtälje","totalt","16-19 år","Median",10.1
"Norrtälje","totalt","totalt 20+ år","Medelvärde",299
"Norrtälje","totalt","totalt 20+ år","Median",276.6
"Norrtälje","totalt","20-24 år","Medelvärde",184.5
"Norrtälje","totalt","20-24 år","Median",180.3
"Sigtuna","män","totalt 16+ år","Medelvärde",341.2
"Sigtuna","män","totalt 16+ år","Median",322.5
"Sigtuna","män","16-19 år","Medelvärde",26.7
"Sigtuna","män","16-19 år","Median",5.4
"Sigtuna","män","totalt 20+ år","Medelvärde",361.1
"Sigtuna","män","totalt 20+ år","Median",336.1
"Sigtuna","män","20-24 år","Medelvärde",188.5
"Sigtuna","män","20-24 år","Median",181.1
"Sigtuna","kvinnor","totalt 16+ år","Medelvärde",260.6
"Sigtuna","kvinnor","totalt 16+ år","Median",243.7
"Sigtuna","kvinnor","16-19 år","Medelvärde",28.7
"Sigtuna","kvinnor","16-19 år","Median",10.7
"Sigtuna","kvinnor","totalt 20+ år","Medelvärde",275.2
"Sigtuna","kvinnor","totalt 20+ år","Median",258.1
"Sigtuna","kvinnor","20-24 år","Medelvärde",155.9
"Sigtuna","kvinnor","20-24 år","Median",142.9
"Sigtuna","totalt","totalt 16+ år","Medelvärde",301.6
"Sigtuna","totalt","totalt 16+ år","Median",283.5
"Sigtuna","totalt","16-19 år","Medelvärde",27.7
"Sigtuna","totalt","16-19 år","Median",8.2
"Sigtuna","totalt","totalt 20+ år","Medelvärde",318.9
"Sigtuna","totalt","totalt 20+ år","Median",297.4
"Sigtuna","totalt","20-24 år","Medelvärde",173.8
"Sigtuna","totalt","20-24 år","Median",164.7
"Nynäshamn","män","totalt 16+ år","Medelvärde",334.3
"Nynäshamn","män","totalt 16+ år","Median",324.2
"Nynäshamn","män","16-19 år","Medelvärde",25.7
"Nynäshamn","män","16-19 år","Median",8.1
"Nynäshamn","män","totalt 20+ år","Medelvärde",352.1
"Nynäshamn","män","totalt 20+ år","Median",337.3
"Nynäshamn","män","20-24 år","Medelvärde",201.9
"Nynäshamn","män","20-24 år","Median",208.2
"Nynäshamn","kvinnor","totalt 16+ år","Medelvärde",257.2
"Nynäshamn","kvinnor","totalt 16+ år","Median",235.8
"Nynäshamn","kvinnor","16-19 år","Medelvärde",29.3
"Nynäshamn","kvinnor","16-19 år","Median",8.2
"Nynäshamn","kvinnor","totalt 20+ år","Medelvärde",269.6
"Nynäshamn","kvinnor","totalt 20+ år","Median",246.6
"Nynäshamn","kvinnor","20-24 år","Medelvärde",163.3
"Nynäshamn","kvinnor","20-24 år","Median",164.5
"Nynäshamn","totalt","totalt 16+ år","Medelvärde",296.2
"Nynäshamn","totalt","totalt 16+ år","Median",278.4
"Nynäshamn","totalt","16-19 år","Medelvärde",27.4
"Nynäshamn","totalt","16-19 år","Median",8.1
"Nynäshamn","totalt","totalt 20+ år","Medelvärde",311.2
"Nynäshamn","totalt","totalt 20+ år","Median",291.5
"Nynäshamn","totalt","20-24 år","Medelvärde",184.6
"Nynäshamn","totalt","20-24 år","Median",185.2
"Håbo","män","totalt 16+ år","Medelvärde",373
"Håbo","män","totalt 16+ år","Median",360.2
"Håbo","män","16-19 år","Medelvärde",21.5
"Håbo","män","16-19 år","Median",5.2
"Håbo","män","totalt 20+ år","Medelvärde",399.2
"Håbo","män","totalt 20+ år","Median",378.1
"Håbo","män","20-24 år","Medelvärde",203.7
"Håbo","män","20-24 år","Median",208.9
"Håbo","kvinnor","totalt 16+ år","Medelvärde",280.1
"Håbo","kvinnor","totalt 16+ år","Median",265.9
"Håbo","kvinnor","16-19 år","Medelvärde",24.6
"Håbo","kvinnor","16-19 år","Median",6.8
"Håbo","kvinnor","totalt 20+ år","Medelvärde",297.8
"Håbo","kvinnor","totalt 20+ år","Median",280.9
"Håbo","kvinnor","20-24 år","Medelvärde",162.5
"Håbo","kvinnor","20-24 år","Median",161.6
"Håbo","totalt","totalt 16+ år","Medelvärde",327.1
"Håbo","totalt","totalt 16+ år","Median",310.2
"Håbo","totalt","16-19 år","Medelvärde",23
"Håbo","totalt","16-19 år","Median",5.2
"Håbo","totalt","totalt 20+ år","Medelvärde",349
"Håbo","totalt","totalt 20+ år","Median",326.6
"Håbo","totalt","20-24 år","Medelvärde",185
"Håbo","totalt","20-24 år","Median",183
"Älvkarleby","män","totalt 16+ år","Medelvärde",315.2
"Älvkarleby","män","totalt 16+ år","Median",310.7
"Älvkarleby","män","16-19 år","Medelvärde",14.9
"Älvkarleby","män","16-19 år","Median",0.3
"Älvkarleby","män","totalt 20+ år","Medelvärde",334.4
"Älvkarleby","män","totalt 20+ år","Median",330
"Älvkarleby","män","20-24 år","Medelvärde",189.5
"Älvkarleby","män","20-24 år","Median",169.8
"Älvkarleby","kvinnor","totalt 16+ år","Medelvärde",230.8
"Älvkarleby","kvinnor","totalt 16+ år","Median",213.7
"Älvkarleby","kvinnor","16-19 år","Medelvärde",26.9
"Älvkarleby","kvinnor","16-19 år","Median",7
"Älvkarleby","kvinnor","totalt 20+ år","Medelvärde",239.4
"Älvkarleby","kvinnor","totalt 20+ år","Median",223.1
"Älvkarleby","kvinnor","20-24 år","Medelvärde",118.9
"Älvkarleby","kvinnor","20-24 år","Median",101.9
"Älvkarleby","totalt","totalt 16+ år","Medelvärde",273.6
"Älvkarleby","totalt","totalt 16+ år","Median",258.8
"Älvkarleby","totalt","16-19 år","Medelvärde",19.7
"Älvkarleby","totalt","16-19 år","Median",4.5
"Älvkarleby","totalt","totalt 20+ år","Medelvärde",287.1
"Älvkarleby","totalt","totalt 20+ år","Median",270.3
"Älvkarleby","totalt","20-24 år","Medelvärde",154.3
"Älvkarleby","totalt","20-24 år","Median",123.2
"Knivsta","män","totalt 16+ år","Medelvärde",408.5
"Knivsta","män","totalt 16+ år","Median",384.3
"Knivsta","män","16-19 år","Medelvärde",22
"Knivsta","män","16-19 år","Median",6
"Knivsta","män","totalt 20+ år","Medelvärde",438.5
"Knivsta","män","totalt 20+ år","Median",401.4
"Knivsta","män","20-24 år","Medelvärde",204.4
"Knivsta","män","20-24 år","Median",219.5
"Knivsta","kvinnor","totalt 16+ år","Medelvärde",306
"Knivsta","kvinnor","totalt 16+ år","Median",289.7
"Knivsta","kvinnor","16-19 år","Medelvärde",26
"Knivsta","kvinnor","16-19 år","Median",6.7
"Knivsta","kvinnor","totalt 20+ år","Medelvärde",325.2
"Knivsta","kvinnor","totalt 20+ år","Median",305.8
"Knivsta","kvinnor","20-24 år","Medelvärde",159.2
"Knivsta","kvinnor","20-24 år","Median",171.2
"Knivsta","totalt","totalt 16+ år","Medelvärde",357.7
"Knivsta","totalt","totalt 16+ år","Median",336.9
"Knivsta","totalt","16-19 år","Medelvärde",23.8
"Knivsta","totalt","16-19 år","Median",6.5
"Knivsta","totalt","totalt 20+ år","Medelvärde",382
"Knivsta","totalt","totalt 20+ år","Median",353.7
"Knivsta","totalt","20-24 år","Medelvärde",183
"Knivsta","totalt","20-24 år","Median",185
"Heby","män","totalt 16+ år","Medelvärde",299.8
"Heby","män","totalt 16+ år","Median",293.1
"Heby","män","16-19 år","Medelvärde",21.9
"Heby","män","16-19 år","Median",3.7
"Heby","män","totalt 20+ år","Medelvärde",315.9
"Heby","män","totalt 20+ år","Median",306.6
"Heby","män","20-24 år","Medelvärde",213
"Heby","män","20-24 år","Median",222.3
"Heby","kvinnor","totalt 16+ år","Medelvärde",227.4
"Heby","kvinnor","totalt 16+ år","Median",213.3
"Heby","kvinnor","16-19 år","Medelvärde",31.3
"Heby","kvinnor","16-19 år","Median",7.2
"Heby","kvinnor","totalt 20+ år","Medelvärde",239
"Heby","kvinnor","totalt 20+ år","Median",225.6
"Heby","kvinnor","20-24 år","Medelvärde",160.5
"Heby","kvinnor","20-24 år","Median",154.9
"Heby","totalt","totalt 16+ år","Medelvärde",264.3
"Heby","totalt","totalt 16+ år","Median",250.1
"Heby","totalt","16-19 år","Medelvärde",26.6
"Heby","totalt","16-19 år","Median",4.5
"Heby","totalt","totalt 20+ år","Medelvärde",278.2
"Heby","totalt","totalt 20+ år","Median",262.6
"Heby","totalt","20-24 år","Medelvärde",189.4
"Heby","totalt","20-24 år","Median",191.1
"Tierp","män","totalt 16+ år","Medelvärde",301.1
"Tierp","män","totalt 16+ år","Median",295
"Tierp","män","16-19 år","Medelvärde",23
"Tierp","män","16-19 år","Median",4.2
"Tierp","män","totalt 20+ år","Medelvärde",316.5
"Tierp","män","totalt 20+ år","Median",309.3
"Tierp","män","20-24 år","Medelvärde",218
"Tierp","män","20-24 år","Median",231.9
"Tierp","kvinnor","totalt 16+ år","Medelvärde",229.6
"Tierp","kvinnor","totalt 16+ år","Median",209.6
"Tierp","kvinnor","16-19 år","Medelvärde",26.2
"Tierp","kvinnor","16-19 år","Median",5.8
"Tierp","kvinnor","totalt 20+ år","Medelvärde",239.7
"Tierp","kvinnor","totalt 20+ år","Median",219
"Tierp","kvinnor","20-24 år","Medelvärde",160.3
"Tierp","kvinnor","20-24 år","Median",141.5
"Tierp","totalt","totalt 16+ år","Medelvärde",265.9
"Tierp","totalt","totalt 16+ år","Median",251.7
"Tierp","totalt","16-19 år","Medelvärde",24.5
"Tierp","totalt","16-19 år","Median",4.6
"Tierp","totalt","totalt 20+ år","Medelvärde",278.6
"Tierp","totalt","totalt 20+ år","Median",262.4
"Tierp","totalt","20-24 år","Medelvärde",191.8
"Tierp","totalt","20-24 år","Median",185.5
"Uppsala","män","totalt 16+ år","Medelvärde",340.4
"Uppsala","män","totalt 16+ år","Median",321
"Uppsala","män","16-19 år","Medelvärde",21.4
"Uppsala","män","16-19 år","Median",5
"Uppsala","män","totalt 20+ år","Medelvärde",358.9
"Uppsala","män","totalt 20+ år","Median",335.9
"Uppsala","män","20-24 år","Medelvärde",141.7
"Uppsala","män","20-24 år","Median",97.3
"Uppsala","kvinnor","totalt 16+ år","Medelvärde",268.5
"Uppsala","kvinnor","totalt 16+ år","Median",248.7
"Uppsala","kvinnor","16-19 år","Medelvärde",24.9
"Uppsala","kvinnor","16-19 år","Median",7.6
"Uppsala","kvinnor","totalt 20+ år","Medelvärde",280.6
"Uppsala","kvinnor","totalt 20+ år","Median",261.6
"Uppsala","kvinnor","20-24 år","Medelvärde",115.4
"Uppsala","kvinnor","20-24 år","Median",80.1
"Uppsala","totalt","totalt 16+ år","Medelvärde",303.7
"Uppsala","totalt","totalt 16+ år","Median",281.8
"Uppsala","totalt","16-19 år","Medelvärde",23.1
"Uppsala","totalt","16-19 år","Median",5.7
"Uppsala","totalt","totalt 20+ år","Medelvärde",318.8
"Uppsala","totalt","totalt 20+ år","Median",296.7
"Uppsala","totalt","20-24 år","Medelvärde",127.8
"Uppsala","totalt","20-24 år","Median",86.1
"Enköping","män","totalt 16+ år","Medelvärde",337.6
"Enköping","män","totalt 16+ år","Median",324
"Enköping","män","16-19 år","Medelvärde",27.2
"Enköping","män","16-19 år","Median",9.1
"Enköping","män","totalt 20+ år","Medelvärde",357.1
"Enköping","män","totalt 20+ år","Median",337.2
"Enköping","män","20-24 år","Medelvärde",213.2
"Enköping","män","20-24 år","Median",228.3
"Enköping","kvinnor","totalt 16+ år","Medelvärde",256.5
"Enköping","kvinnor","totalt 16+ år","Median",240
"Enköping","kvinnor","16-19 år","Medelvärde",32
"Enköping","kvinnor","16-19 år","Median",12.5
"Enköping","kvinnor","totalt 20+ år","Medelvärde",268.8
"Enköping","kvinnor","totalt 20+ år","Median",251.5
"Enköping","kvinnor","20-24 år","Medelvärde",169
"Enköping","kvinnor","20-24 år","Median",168.6
"Enköping","totalt","totalt 16+ år","Medelvärde",297.5
"Enköping","totalt","totalt 16+ år","Median",280.1
"Enköping","totalt","16-19 år","Medelvärde",29.4
"Enköping","totalt","16-19 år","Median",11.1
"Enköping","totalt","totalt 20+ år","Medelvärde",313.3
"Enköping","totalt","totalt 20+ år","Median",293.2
"Enköping","totalt","20-24 år","Medelvärde",193.5
"Enköping","totalt","20-24 år","Median",193.1
"Östhammar","män","totalt 16+ år","Medelvärde",335
"Östhammar","män","totalt 16+ år","Median",324.2
"Östhammar","män","16-19 år","Medelvärde",34.1
"Östhammar","män","16-19 år","Median",13.9
"Östhammar","män","totalt 20+ år","Medelvärde",351.1
"Östhammar","män","totalt 20+ år","Median",338.2
"Östhammar","män","20-24 år","Medelvärde",246.7
"Östhammar","män","20-24 år","Median",261.4
"Östhammar","kvinnor","totalt 16+ år","Medelvärde",249.2
"Östhammar","kvinnor","totalt 16+ år","Median",230.6
"Östhammar","kvinnor","16-19 år","Medelvärde",30.6
"Östhammar","kvinnor","16-19 år","Median",14.2
"Östhammar","kvinnor","totalt 20+ år","Medelvärde",258.8
"Östhammar","kvinnor","totalt 20+ år","Median",239.6
"Östhammar","kvinnor","20-24 år","Medelvärde",183.2
"Östhammar","kvinnor","20-24 år","Median",185.8
"Östhammar","totalt","totalt 16+ år","Medelvärde",293.3
"Östhammar","totalt","totalt 16+ år","Median",271.6
"Östhammar","totalt","16-19 år","Medelvärde",32.6
"Östhammar","totalt","16-19 år","Median",14
"Östhammar","totalt","totalt 20+ år","Medelvärde",306
"Östhammar","totalt","totalt 20+ år","Median",282.2
"Östhammar","totalt","20-24 år","Medelvärde",219
"Östhammar","totalt","20-24 år","Median",223.5
"Vingåker","män","totalt 16+ år","Medelvärde",283.7
"Vingåker","män","totalt 16+ år","Median",279
"Vingåker","män","16-19 år","Medelvärde",25.3
"Vingåker","män","16-19 år","Median",6.9
"Vingåker","män","totalt 20+ år","Medelvärde",300.3
"Vingåker","män","totalt 20+ år","Median",294.4
"Vingåker","män","20-24 år","Medelvärde",194.5
"Vingåker","män","20-24 år","Median",197.5
"Vingåker","kvinnor","totalt 16+ år","Medelvärde",224
"Vingåker","kvinnor","totalt 16+ år","Median",209
"Vingåker","kvinnor","16-19 år","Medelvärde",23.6
"Vingåker","kvinnor","16-19 år","Median",7.7
"Vingåker","kvinnor","totalt 20+ år","Medelvärde",236.8
"Vingåker","kvinnor","totalt 20+ år","Median",220.3
"Vingåker","kvinnor","20-24 år","Medelvärde",140.5
"Vingåker","kvinnor","20-24 år","Median",116.7
"Vingåker","totalt","totalt 16+ år","Medelvärde",254.2
"Vingåker","totalt","totalt 16+ år","Median",240.6
"Vingåker","totalt","16-19 år","Medelvärde",24.5
"Vingåker","totalt","16-19 år","Median",7.7
"Vingåker","totalt","totalt 20+ år","Medelvärde",268.9
"Vingåker","totalt","totalt 20+ år","Median",254.6
"Vingåker","totalt","20-24 år","Medelvärde",170.1
"Vingåker","totalt","20-24 år","Median",159.7
"Gnesta","män","totalt 16+ år","Medelvärde",327.4
"Gnesta","män","totalt 16+ år","Median",316.6
"Gnesta","män","16-19 år","Medelvärde",28.8
"Gnesta","män","16-19 år","Median",9.5
"Gnesta","män","totalt 20+ år","Medelvärde",344.5
"Gnesta","män","totalt 20+ år","Median",328.2
"Gnesta","män","20-24 år","Medelvärde",214.2
"Gnesta","män","20-24 år","Median",238.1
"Gnesta","kvinnor","totalt 16+ år","Medelvärde",257
"Gnesta","kvinnor","totalt 16+ år","Median",238.3
"Gnesta","kvinnor","16-19 år","Medelvärde",27.2
"Gnesta","kvinnor","16-19 år","Median",8.8
"Gnesta","kvinnor","totalt 20+ år","Medelvärde",268.2
"Gnesta","kvinnor","totalt 20+ år","Median",248.5
"Gnesta","kvinnor","20-24 år","Medelvärde",179.5
"Gnesta","kvinnor","20-24 år","Median",177.9
"Gnesta","totalt","totalt 16+ år","Medelvärde",292.1
"Gnesta","totalt","totalt 16+ år","Median",275.4
"Gnesta","totalt","16-19 år","Medelvärde",28
"Gnesta","totalt","16-19 år","Median",9.3
"Gnesta","totalt","totalt 20+ år","Medelvärde",306.1
"Gnesta","totalt","totalt 20+ år","Median",287.8
"Gnesta","totalt","20-24 år","Medelvärde",197.4
"Gnesta","totalt","20-24 år","Median",202.8
"Nyköping","män","totalt 16+ år","Medelvärde",333.1
"Nyköping","män","totalt 16+ år","Median",321.9
"Nyköping","män","16-19 år","Medelvärde",28.3
"Nyköping","män","16-19 år","Median",7.6
"Nyköping","män","totalt 20+ år","Medelvärde",351.7
"Nyköping","män","totalt 20+ år","Median",336
"Nyköping","män","20-24 år","Medelvärde",207.5
"Nyköping","män","20-24 år","Median",210.4
"Nyköping","kvinnor","totalt 16+ år","Medelvärde",257.6
"Nyköping","kvinnor","totalt 16+ år","Median",238.3
"Nyköping","kvinnor","16-19 år","Medelvärde",32.8
"Nyköping","kvinnor","16-19 år","Median",12.9
"Nyköping","kvinnor","totalt 20+ år","Medelvärde",269.1
"Nyköping","kvinnor","totalt 20+ år","Median",249
